,drug_row,drug_col,cell line,interaction
18963,6758,4139,SW-620,ddi
18964,5394,4139,SW-620,ddi
18965,5212,4139,SW-620,ddi
18966,4055,4139,SW-620,ddi
18967,3690,4139,SW-620,ddi
18968,3385,4139,SW-620,ddi
18969,2719,4139,SW-620,ddi
18970,5212,5092,SW-620,ddi
18971,1345,5092,SW-620,ddi
18972,4477,132449,SW-620,ddi
18973,1673,132449,SW-620,ddi
18974,2532,132449,SW-620,ddi
18975,4477,26596,SW-620,ddi
18976,2719,26596,SW-620,ddi
18977,2051,5362422,SW-620,ddi
18978,4201,77999,SW-620,se
18979,2662,77999,SW-620,se
18980,3385,77999,SW-620,se
18981,4091,77999,SW-620,se
18982,5212,77999,SW-620,se
18983,54454,77999,SW-620,se
18984,2187,77999,SW-620,se
18985,3902,77999,SW-620,se
18986,5426,77999,SW-620,se
18987,5394,77999,SW-620,se
18988,60198,77999,SW-620,se
18989,4201,54454,SW-620,se
18990,2662,54454,SW-620,se
18991,3385,54454,SW-620,se
18992,4091,54454,SW-620,se
18993,5212,54454,SW-620,se
18994,2187,54454,SW-620,se
18995,3690,54454,SW-620,se
18996,3902,54454,SW-620,se
18997,5426,54454,SW-620,se
18998,2141,54454,SW-620,se
18999,2708,54454,SW-620,se
19000,5394,54454,SW-620,se
19001,2662,2719,SW-620,se
19002,2662,3062316,SW-620,se
19003,4091,3062316,SW-620,se
19004,54454,3062316,SW-620,se
19005,2662,60198,SW-620,se
19006,3385,60198,SW-620,se
19007,4091,60198,SW-620,se
19008,54454,60198,SW-620,se
19009,2187,60198,SW-620,se
19010,3902,60198,SW-620,se
19011,5453,60198,SW-620,se
19012,2662,5394,SW-620,se
19013,4091,5394,SW-620,se
19014,3690,5394,SW-620,se
19015,2662,3385,SW-620,se
19016,2187,3385,SW-620,se
19017,2141,3385,SW-620,se
19018,2662,3690,SW-620,se
19019,2478,3690,SW-620,se
19020,2662,57469,SW-620,se
19021,5212,57469,SW-620,se
19022,54454,57469,SW-620,se
19023,2662,216326,SW-620,se
19024,4091,216326,SW-620,se
19025,5212,216326,SW-620,se
19026,54454,216326,SW-620,se
19027,77999,216326,SW-620,se
19028,2662,4091,SW-620,se
19029,3385,4091,SW-620,se
19030,2187,4091,SW-620,se
19031,3902,4091,SW-620,se
19032,2662,4201,SW-620,se
19033,4091,4201,SW-620,se
19034,2662,5426,SW-620,se
19035,3385,5426,SW-620,se
19036,4091,5426,SW-620,se
19037,5212,5426,SW-620,se
19038,3690,5426,SW-620,se
19039,2662,3397,SW-620,se
19040,2662,5212,SW-620,se
19041,4091,5212,SW-620,se
19042,2662,3902,SW-620,se
19043,3385,3902,SW-620,se
19044,2187,3902,SW-620,se
19045,2662,123631,SW-620,se
19046,3385,123631,SW-620,se
19047,4091,123631,SW-620,se
19048,54454,123631,SW-620,se
19049,5426,123631,SW-620,se
19050,77999,123631,SW-620,se
19051,2187,2662,SW-620,se
19052,3690,5453,SW-620,se
19053,3902,5453,SW-620,se
19054,2478,5453,SW-620,se
19055,46926350,10127622,VCAP,ddi
19056,42611257,10127622,VCAP,ddi
19057,25195294,10127622,VCAP,ddi
19058,24978538,10127622,VCAP,ddi
19059,24964624,10127622,VCAP,ddi
19060,24785538,10127622,VCAP,ddi
19061,24775005,10127622,VCAP,ddi
19062,23725625,10127622,VCAP,ddi
19063,16736978,10127622,VCAP,ddi
19064,16722836,10127622,VCAP,ddi
19065,11977753,10127622,VCAP,ddi
19066,11626560,10127622,VCAP,ddi
19067,11228183,10127622,VCAP,ddi
19068,10126189,10127622,VCAP,ddi
19069,10077147,10127622,VCAP,ddi
19070,9826528,10127622,VCAP,ddi
19071,6450551,10127622,VCAP,ddi
19072,5288382,10127622,VCAP,ddi
19073,3062316,10127622,VCAP,ddi
19074,644241,10127622,VCAP,ddi
19075,444795,10127622,VCAP,ddi
19076,387447,10127622,VCAP,ddi
19077,374536,10127622,VCAP,ddi
19078,216326,10127622,VCAP,ddi
19079,208908,10127622,VCAP,ddi
19080,159324,10127622,VCAP,ddi
19081,123631,10127622,VCAP,ddi
19082,60749,10127622,VCAP,ddi
19083,60699,10127622,VCAP,ddi
19084,36462,10127622,VCAP,ddi
19085,5426,10127622,VCAP,ddi
19086,5394,10127622,VCAP,ddi
19087,5311,10127622,VCAP,ddi
19088,3385,10127622,VCAP,ddi
19089,2662,10127622,VCAP,ddi
19090,2187,10127622,VCAP,ddi
19091,46926350,11228183,VCAP,ddi
19092,42611257,11228183,VCAP,ddi
19093,24978538,11228183,VCAP,ddi
19094,24964624,11228183,VCAP,ddi
19095,11977753,11228183,VCAP,ddi
19096,11455910,11228183,VCAP,ddi
19097,10127622,11228183,VCAP,ddi
19098,10126189,11228183,VCAP,ddi
19099,9826528,11228183,VCAP,ddi
19100,3062316,11228183,VCAP,ddi
19101,2828334,11228183,VCAP,ddi
19102,644241,11228183,VCAP,ddi
19103,387447,11228183,VCAP,ddi
19104,216326,11228183,VCAP,ddi
19105,208908,11228183,VCAP,ddi
19106,123631,11228183,VCAP,ddi
19107,60749,11228183,VCAP,ddi
19108,60699,11228183,VCAP,ddi
19109,39562,11228183,VCAP,ddi
19110,36462,11228183,VCAP,ddi
19111,5426,11228183,VCAP,ddi
19112,5394,11228183,VCAP,ddi
19113,5311,11228183,VCAP,ddi
19114,3385,11228183,VCAP,ddi
19115,2719,11228183,VCAP,ddi
19116,2708,11228183,VCAP,ddi
19117,1673,11228183,VCAP,ddi
19118,46926350,11364421,VCAP,ddi
19119,24978538,11364421,VCAP,ddi
19120,24775005,11364421,VCAP,ddi
19121,24748204,11364421,VCAP,ddi
19122,16722836,11364421,VCAP,ddi
19123,11977753,11364421,VCAP,ddi
19124,11626560,11364421,VCAP,ddi
19125,11351021,11364421,VCAP,ddi
19126,9826308,11364421,VCAP,ddi
19127,5494449,11364421,VCAP,ddi
19128,3062316,11364421,VCAP,ddi
19129,387447,11364421,VCAP,ddi
19130,123631,11364421,VCAP,ddi
19131,5311,11364421,VCAP,ddi
19132,46926350,11960529,VCAP,ddi
19133,42611257,11960529,VCAP,ddi
19134,24978538,11960529,VCAP,ddi
19135,24785538,11960529,VCAP,ddi
19136,23725625,11960529,VCAP,ddi
19137,11626560,11960529,VCAP,ddi
19138,9840076,11960529,VCAP,ddi
19139,2726824,11960529,VCAP,ddi
19140,123631,11960529,VCAP,ddi
19141,60749,11960529,VCAP,ddi
19142,60699,11960529,VCAP,ddi
19143,60198,11960529,VCAP,ddi
19144,3902,11960529,VCAP,ddi
19145,3385,11960529,VCAP,ddi
19146,2187,11960529,VCAP,ddi
19147,1673,11960529,VCAP,ddi
19148,1645,11960529,VCAP,ddi
19149,46926350,16722836,VCAP,ddi
19150,11977753,16722836,VCAP,ddi
19151,11364421,16722836,VCAP,ddi
19152,10127622,16722836,VCAP,ddi
19153,3062316,16722836,VCAP,ddi
19154,644241,16722836,VCAP,ddi
19155,216326,16722836,VCAP,ddi
19156,5426,16722836,VCAP,ddi
19157,2478,16722836,VCAP,ddi
19158,46926350,208908,VCAP,ddi
19159,42611257,208908,VCAP,ddi
19160,24978538,208908,VCAP,ddi
19161,24785538,208908,VCAP,ddi
19162,24775005,208908,VCAP,ddi
19163,23725625,208908,VCAP,ddi
19164,15951529,208908,VCAP,ddi
19165,15547703,208908,VCAP,ddi
19166,11626560,208908,VCAP,ddi
19167,11228183,208908,VCAP,ddi
19168,10127622,208908,VCAP,ddi
19169,10126189,208908,VCAP,ddi
19170,6450551,208908,VCAP,ddi
19171,5494449,208908,VCAP,ddi
19172,5288382,208908,VCAP,ddi
19173,644241,208908,VCAP,ddi
19174,444795,208908,VCAP,ddi
19175,216326,208908,VCAP,ddi
19176,159324,208908,VCAP,ddi
19177,123631,208908,VCAP,ddi
19178,71384,208908,VCAP,ddi
19179,60749,208908,VCAP,ddi
19180,60699,208908,VCAP,ddi
19181,60198,208908,VCAP,ddi
19182,5426,208908,VCAP,ddi
19183,3902,208908,VCAP,ddi
19184,3690,208908,VCAP,ddi
19185,3385,208908,VCAP,ddi
19186,2662,208908,VCAP,ddi
19187,2187,208908,VCAP,ddi
19188,2051,208908,VCAP,ddi
19189,46926350,216326,VCAP,ddi
19190,42611257,216326,VCAP,ddi
19191,25183872,216326,VCAP,ddi
19192,24978538,216326,VCAP,ddi
19193,24775005,216326,VCAP,ddi
19194,23725625,216326,VCAP,ddi
19195,16722836,216326,VCAP,ddi
19196,15951529,216326,VCAP,ddi
19197,15547703,216326,VCAP,ddi
19198,11351021,216326,VCAP,ddi
19199,11228183,216326,VCAP,ddi
19200,10127622,216326,VCAP,ddi
19201,10126189,216326,VCAP,ddi
19202,9949093,216326,VCAP,ddi
19203,6450551,216326,VCAP,ddi
19204,3062316,216326,VCAP,ddi
19205,644241,216326,VCAP,ddi
19206,444795,216326,VCAP,ddi
19207,387447,216326,VCAP,ddi
19208,208908,216326,VCAP,ddi
19209,159324,216326,VCAP,ddi
19210,123631,216326,VCAP,ddi
19211,60749,216326,VCAP,ddi
19212,60699,216326,VCAP,ddi
19213,36462,216326,VCAP,ddi
19214,5743,216326,VCAP,ddi
19215,5426,216326,VCAP,ddi
19216,5394,216326,VCAP,ddi
19217,5311,216326,VCAP,ddi
19218,3690,216326,VCAP,ddi
19219,3385,216326,VCAP,ddi
19220,2708,216326,VCAP,ddi
19221,2662,216326,VCAP,ddi
19222,2478,216326,VCAP,ddi
19223,2094,216326,VCAP,ddi
19224,46926350,23725625,VCAP,ddi
19225,44632017,23725625,VCAP,ddi
19226,42611257,23725625,VCAP,ddi
19227,24978538,23725625,VCAP,ddi
19228,24964624,23725625,VCAP,ddi
19229,24856436,23725625,VCAP,ddi
19230,24785538,23725625,VCAP,ddi
19231,15951529,23725625,VCAP,ddi
19232,11977753,23725625,VCAP,ddi
19233,11964036,23725625,VCAP,ddi
19234,11960529,23725625,VCAP,ddi
19235,11626560,23725625,VCAP,ddi
19236,11238147,23725625,VCAP,ddi
19237,10127622,23725625,VCAP,ddi
19238,10126189,23725625,VCAP,ddi
19239,9840076,23725625,VCAP,ddi
19240,6450551,23725625,VCAP,ddi
19241,3062316,23725625,VCAP,ddi
19242,3035714,23725625,VCAP,ddi
19243,2726824,23725625,VCAP,ddi
19244,644241,23725625,VCAP,ddi
19245,387447,23725625,VCAP,ddi
19246,300471,23725625,VCAP,ddi
19247,216326,23725625,VCAP,ddi
19248,208908,23725625,VCAP,ddi
19249,123631,23725625,VCAP,ddi
19250,60749,23725625,VCAP,ddi
19251,60699,23725625,VCAP,ddi
19252,60198,23725625,VCAP,ddi
19253,36462,23725625,VCAP,ddi
19254,5426,23725625,VCAP,ddi
19255,5394,23725625,VCAP,ddi
19256,5311,23725625,VCAP,ddi
19257,3902,23725625,VCAP,ddi
19258,3385,23725625,VCAP,ddi
19259,2187,23725625,VCAP,ddi
19260,1673,23725625,VCAP,ddi
19261,1645,23725625,VCAP,ddi
19262,46926350,24748204,VCAP,ddi
19263,11364421,24748204,VCAP,ddi
19264,10126189,24748204,VCAP,ddi
19265,5494449,24748204,VCAP,ddi
19266,5311,24748204,VCAP,ddi
19267,46926350,24785538,VCAP,ddi
19268,24964624,24785538,VCAP,ddi
19269,23725625,24785538,VCAP,ddi
19270,11977753,24785538,VCAP,ddi
19271,11960529,24785538,VCAP,ddi
19272,10127622,24785538,VCAP,ddi
19273,3062316,24785538,VCAP,ddi
19274,208908,24785538,VCAP,ddi
19275,123631,24785538,VCAP,ddi
19276,60749,24785538,VCAP,ddi
19277,60198,24785538,VCAP,ddi
19278,5311,24785538,VCAP,ddi
19279,3902,24785538,VCAP,ddi
19280,46926350,24856436,VCAP,ddi
19281,23725625,24856436,VCAP,ddi
19282,300471,24856436,VCAP,ddi
19283,123631,24856436,VCAP,ddi
19284,60749,24856436,VCAP,ddi
19285,60699,24856436,VCAP,ddi
19286,46926350,24964624,VCAP,ddi
19287,42611257,24964624,VCAP,ddi
19288,24978538,24964624,VCAP,ddi
19289,24785538,24964624,VCAP,ddi
19290,23725625,24964624,VCAP,ddi
19291,16736978,24964624,VCAP,ddi
19292,15951529,24964624,VCAP,ddi
19293,11626560,24964624,VCAP,ddi
19294,11455910,24964624,VCAP,ddi
19295,11228183,24964624,VCAP,ddi
19296,10127622,24964624,VCAP,ddi
19297,10126189,24964624,VCAP,ddi
19298,644241,24964624,VCAP,ddi
19299,300471,24964624,VCAP,ddi
19300,123631,24964624,VCAP,ddi
19301,60749,24964624,VCAP,ddi
19302,60699,24964624,VCAP,ddi
19303,60198,24964624,VCAP,ddi
19304,3902,24964624,VCAP,ddi
19305,3385,24964624,VCAP,ddi
19306,2187,24964624,VCAP,ddi
19307,46926350,24978538,VCAP,ddi
19308,42611257,24978538,VCAP,ddi
19309,24964624,24978538,VCAP,ddi
19310,23725625,24978538,VCAP,ddi
19311,11977753,24978538,VCAP,ddi
19312,11960529,24978538,VCAP,ddi
19313,11626560,24978538,VCAP,ddi
19314,11455910,24978538,VCAP,ddi
19315,11364421,24978538,VCAP,ddi
19316,11228183,24978538,VCAP,ddi
19317,10127622,24978538,VCAP,ddi
19318,10126189,24978538,VCAP,ddi
19319,9826528,24978538,VCAP,ddi
19320,6450551,24978538,VCAP,ddi
19321,3062316,24978538,VCAP,ddi
19322,644241,24978538,VCAP,ddi
19323,387447,24978538,VCAP,ddi
19324,216326,24978538,VCAP,ddi
19325,208908,24978538,VCAP,ddi
19326,123631,24978538,VCAP,ddi
19327,60749,24978538,VCAP,ddi
19328,60699,24978538,VCAP,ddi
19329,39562,24978538,VCAP,ddi
19330,36462,24978538,VCAP,ddi
19331,5426,24978538,VCAP,ddi
19332,5394,24978538,VCAP,ddi
19333,5311,24978538,VCAP,ddi
19334,2708,24978538,VCAP,ddi
19335,46926350,3062316,VCAP,ddi
19336,44632017,3062316,VCAP,ddi
19337,42611257,3062316,VCAP,ddi
19338,25183872,3062316,VCAP,ddi
19339,24978538,3062316,VCAP,ddi
19340,24785538,3062316,VCAP,ddi
19341,24775005,3062316,VCAP,ddi
19342,23725625,3062316,VCAP,ddi
19343,16722836,3062316,VCAP,ddi
19344,15951529,3062316,VCAP,ddi
19345,11626560,3062316,VCAP,ddi
19346,11364421,3062316,VCAP,ddi
19347,11228183,3062316,VCAP,ddi
19348,10127622,3062316,VCAP,ddi
19349,10126189,3062316,VCAP,ddi
19350,9911830,3062316,VCAP,ddi
19351,6450551,3062316,VCAP,ddi
19352,5494449,3062316,VCAP,ddi
19353,5288382,3062316,VCAP,ddi
19354,644241,3062316,VCAP,ddi
19355,444795,3062316,VCAP,ddi
19356,216326,3062316,VCAP,ddi
19357,159324,3062316,VCAP,ddi
19358,123631,3062316,VCAP,ddi
19359,60749,3062316,VCAP,ddi
19360,60699,3062316,VCAP,ddi
19361,54454,3062316,VCAP,ddi
19362,5426,3062316,VCAP,ddi
19363,5212,3062316,VCAP,ddi
19364,3902,3062316,VCAP,ddi
19365,3690,3062316,VCAP,ddi
19366,3385,3062316,VCAP,ddi
19367,2719,3062316,VCAP,ddi
19368,2708,3062316,VCAP,ddi
19369,2662,3062316,VCAP,ddi
19370,2478,3062316,VCAP,ddi
19371,2187,3062316,VCAP,ddi
19372,2051,3062316,VCAP,ddi
19373,46926350,387447,VCAP,ddi
19374,42611257,387447,VCAP,ddi
19375,25183872,387447,VCAP,ddi
19376,24978538,387447,VCAP,ddi
19377,24775005,387447,VCAP,ddi
19378,23725625,387447,VCAP,ddi
19379,15547703,387447,VCAP,ddi
19380,11626560,387447,VCAP,ddi
19381,11455910,387447,VCAP,ddi
19382,11364421,387447,VCAP,ddi
19383,11351021,387447,VCAP,ddi
19384,11228183,387447,VCAP,ddi
19385,10127622,387447,VCAP,ddi
19386,10126189,387447,VCAP,ddi
19387,9949093,387447,VCAP,ddi
19388,6450551,387447,VCAP,ddi
19389,5494449,387447,VCAP,ddi
19390,5288382,387447,VCAP,ddi
19391,2828334,387447,VCAP,ddi
19392,644241,387447,VCAP,ddi
19393,444795,387447,VCAP,ddi
19394,374536,387447,VCAP,ddi
19395,300471,387447,VCAP,ddi
19396,216326,387447,VCAP,ddi
19397,159324,387447,VCAP,ddi
19398,123631,387447,VCAP,ddi
19399,71384,387447,VCAP,ddi
19400,60749,387447,VCAP,ddi
19401,60699,387447,VCAP,ddi
19402,60490,387447,VCAP,ddi
19403,5426,387447,VCAP,ddi
19404,4211,387447,VCAP,ddi
19405,3902,387447,VCAP,ddi
19406,3690,387447,VCAP,ddi
19407,3385,387447,VCAP,ddi
19408,2719,387447,VCAP,ddi
19409,2708,387447,VCAP,ddi
19410,2662,387447,VCAP,ddi
19411,2478,387447,VCAP,ddi
19412,2094,387447,VCAP,ddi
19413,1673,387447,VCAP,ddi
19414,46926350,44632017,VCAP,ddi
19415,24775005,44632017,VCAP,ddi
19416,23725625,44632017,VCAP,ddi
19417,11626560,44632017,VCAP,ddi
19418,3062316,44632017,VCAP,ddi
19419,253078,44632017,VCAP,ddi
19420,252682,44632017,VCAP,ddi
19421,60699,44632017,VCAP,ddi
19422,36462,44632017,VCAP,ddi
19423,3690,44632017,VCAP,ddi
19424,46926350,5311,VCAP,ddi
19425,42611257,5311,VCAP,ddi
19426,25183872,5311,VCAP,ddi
19427,24978538,5311,VCAP,ddi
19428,24785538,5311,VCAP,ddi
19429,24775005,5311,VCAP,ddi
19430,24748204,5311,VCAP,ddi
19431,23725625,5311,VCAP,ddi
19432,11626560,5311,VCAP,ddi
19433,11364421,5311,VCAP,ddi
19434,11228183,5311,VCAP,ddi
19435,10127622,5311,VCAP,ddi
19436,6450551,5311,VCAP,ddi
19437,5494449,5311,VCAP,ddi
19438,5288382,5311,VCAP,ddi
19439,702558,5311,VCAP,ddi
19440,644241,5311,VCAP,ddi
19441,444795,5311,VCAP,ddi
19442,216326,5311,VCAP,ddi
19443,159324,5311,VCAP,ddi
19444,123631,5311,VCAP,ddi
19445,60749,5311,VCAP,ddi
19446,60699,5311,VCAP,ddi
19447,5426,5311,VCAP,ddi
19448,3902,5311,VCAP,ddi
19449,3690,5311,VCAP,ddi
19450,3385,5311,VCAP,ddi
19451,2719,5311,VCAP,ddi
19452,2662,5311,VCAP,ddi
19453,1673,5311,VCAP,ddi
19454,44632017,11626560,VCAP,ddi
19455,42611257,11626560,VCAP,ddi
19456,24978538,11626560,VCAP,ddi
19457,24964624,11626560,VCAP,ddi
19458,23725625,11626560,VCAP,ddi
19459,17754438,11626560,VCAP,ddi
19460,15951529,11626560,VCAP,ddi
19461,11977753,11626560,VCAP,ddi
19462,11960529,11626560,VCAP,ddi
19463,11364421,11626560,VCAP,ddi
19464,10127622,11626560,VCAP,ddi
19465,9826528,11626560,VCAP,ddi
19466,9826308,11626560,VCAP,ddi
19467,6450551,11626560,VCAP,ddi
19468,3062316,11626560,VCAP,ddi
19469,644241,11626560,VCAP,ddi
19470,387447,11626560,VCAP,ddi
19471,208908,11626560,VCAP,ddi
19472,123631,11626560,VCAP,ddi
19473,60749,11626560,VCAP,ddi
19474,60699,11626560,VCAP,ddi
19475,36462,11626560,VCAP,ddi
19476,5426,11626560,VCAP,ddi
19477,5394,11626560,VCAP,ddi
19478,5311,11626560,VCAP,ddi
19479,3902,11626560,VCAP,ddi
19480,3690,11626560,VCAP,ddi
19481,3385,11626560,VCAP,ddi
19482,2662,11626560,VCAP,ddi
19483,2187,11626560,VCAP,ddi
19484,44632017,24775005,VCAP,ddi
19485,42611257,24775005,VCAP,ddi
19486,11977753,24775005,VCAP,ddi
19487,11364421,24775005,VCAP,ddi
19488,10127622,24775005,VCAP,ddi
19489,5284329,24775005,VCAP,ddi
19490,5081913,24775005,VCAP,ddi
19491,3062316,24775005,VCAP,ddi
19492,387447,24775005,VCAP,ddi
19493,253078,24775005,VCAP,ddi
19494,216326,24775005,VCAP,ddi
19495,208908,24775005,VCAP,ddi
19496,60749,24775005,VCAP,ddi
19497,57469,24775005,VCAP,ddi
19498,5311,24775005,VCAP,ddi
19499,3385,24775005,VCAP,ddi
19500,44632017,252682,VCAP,ddi
19501,44632017,253078,VCAP,ddi
19502,24775005,253078,VCAP,ddi
19503,5284329,253078,VCAP,ddi
19504,2726824,253078,VCAP,ddi
19505,702558,253078,VCAP,ddi
19506,57469,253078,VCAP,ddi
19507,44632017,36462,VCAP,ddi
19508,42611257,36462,VCAP,ddi
19509,24978538,36462,VCAP,ddi
19510,23725625,36462,VCAP,ddi
19511,15951529,36462,VCAP,ddi
19512,11964036,36462,VCAP,ddi
19513,11626560,36462,VCAP,ddi
19514,11228183,36462,VCAP,ddi
19515,10127622,36462,VCAP,ddi
19516,10126189,36462,VCAP,ddi
19517,5494449,36462,VCAP,ddi
19518,5288382,36462,VCAP,ddi
19519,2828334,36462,VCAP,ddi
19520,644241,36462,VCAP,ddi
19521,444795,36462,VCAP,ddi
19522,216326,36462,VCAP,ddi
19523,159324,36462,VCAP,ddi
19524,148198,36462,VCAP,ddi
19525,123631,36462,VCAP,ddi
19526,71384,36462,VCAP,ddi
19527,60749,36462,VCAP,ddi
19528,60699,36462,VCAP,ddi
19529,57469,36462,VCAP,ddi
19530,39562,36462,VCAP,ddi
19531,11683,36462,VCAP,ddi
19532,6758,36462,VCAP,ddi
19533,5743,36462,VCAP,ddi
19534,5453,36462,VCAP,ddi
19535,5426,36462,VCAP,ddi
19536,4211,36462,VCAP,ddi
19537,4139,36462,VCAP,ddi
19538,4091,36462,VCAP,ddi
19539,4055,36462,VCAP,ddi
19540,3902,36462,VCAP,ddi
19541,3690,36462,VCAP,ddi
19542,3397,36462,VCAP,ddi
19543,3385,36462,VCAP,ddi
19544,2719,36462,VCAP,ddi
19545,2708,36462,VCAP,ddi
19546,2662,36462,VCAP,ddi
19547,2478,36462,VCAP,ddi
19548,2187,36462,VCAP,ddi
19549,2141,36462,VCAP,ddi
19550,2123,36462,VCAP,ddi
19551,2094,36462,VCAP,ddi
19552,1673,36462,VCAP,ddi
19553,1645,36462,VCAP,ddi
19554,44632017,3690,VCAP,ddi
19555,11626560,3690,VCAP,ddi
19556,3062316,3690,VCAP,ddi
19557,387447,3690,VCAP,ddi
19558,216326,3690,VCAP,ddi
19559,208908,3690,VCAP,ddi
19560,123631,3690,VCAP,ddi
19561,71384,3690,VCAP,ddi
19562,60749,3690,VCAP,ddi
19563,60699,3690,VCAP,ddi
19564,36462,3690,VCAP,ddi
19565,5453,3690,VCAP,ddi
19566,5426,3690,VCAP,ddi
19567,5394,3690,VCAP,ddi
19568,5311,3690,VCAP,ddi
19569,4139,3690,VCAP,ddi
19570,3902,3690,VCAP,ddi
19571,3385,3690,VCAP,ddi
19572,2708,3690,VCAP,ddi
19573,2478,3690,VCAP,ddi
19574,2141,3690,VCAP,ddi
19575,2123,3690,VCAP,ddi
19576,44632017,46926350,VCAP,ddi
19577,24978538,46926350,VCAP,ddi
19578,24964624,46926350,VCAP,ddi
19579,24856436,46926350,VCAP,ddi
19580,24785538,46926350,VCAP,ddi
19581,24748204,46926350,VCAP,ddi
19582,23725625,46926350,VCAP,ddi
19583,16722836,46926350,VCAP,ddi
19584,11960529,46926350,VCAP,ddi
19585,11364421,46926350,VCAP,ddi
19586,11228183,46926350,VCAP,ddi
19587,10127622,46926350,VCAP,ddi
19588,3062316,46926350,VCAP,ddi
19589,387447,46926350,VCAP,ddi
19590,216326,46926350,VCAP,ddi
19591,208908,46926350,VCAP,ddi
19592,5311,46926350,VCAP,ddi
19593,44632017,60699,VCAP,ddi
19594,42611257,60699,VCAP,ddi
19595,24978538,60699,VCAP,ddi
19596,24964624,60699,VCAP,ddi
19597,24856436,60699,VCAP,ddi
19598,23725625,60699,VCAP,ddi
19599,11960529,60699,VCAP,ddi
19600,11626560,60699,VCAP,ddi
19601,11228183,60699,VCAP,ddi
19602,10127622,60699,VCAP,ddi
19603,10126189,60699,VCAP,ddi
19604,9840076,60699,VCAP,ddi
19605,5288382,60699,VCAP,ddi
19606,3062316,60699,VCAP,ddi
19607,644241,60699,VCAP,ddi
19608,444795,60699,VCAP,ddi
19609,387447,60699,VCAP,ddi
19610,354624,60699,VCAP,ddi
19611,216326,60699,VCAP,ddi
19612,208908,60699,VCAP,ddi
19613,159324,60699,VCAP,ddi
19614,123631,60699,VCAP,ddi
19615,71384,60699,VCAP,ddi
19616,60749,60699,VCAP,ddi
19617,36462,60699,VCAP,ddi
19618,5453,60699,VCAP,ddi
19619,5426,60699,VCAP,ddi
19620,5394,60699,VCAP,ddi
19621,5311,60699,VCAP,ddi
19622,3902,60699,VCAP,ddi
19623,3690,60699,VCAP,ddi
19624,3385,60699,VCAP,ddi
19625,2708,60699,VCAP,ddi
19626,2662,60699,VCAP,ddi
19627,2478,60699,VCAP,ddi
19628,2187,60699,VCAP,ddi
19629,2141,60699,VCAP,ddi
19630,2123,60699,VCAP,ddi
19631,42623900,11524144,VCAP,ddi
19632,25195294,11524144,VCAP,ddi
19633,9826528,11524144,VCAP,ddi
19634,5284329,11524144,VCAP,ddi
19635,2726824,11524144,VCAP,ddi
19636,444795,11524144,VCAP,ddi
19637,6758,11524144,VCAP,ddi
19638,4091,11524144,VCAP,ddi
19639,2719,11524144,VCAP,ddi
19640,1673,11524144,VCAP,ddi
19641,42611257,11455910,VCAP,ddi
19642,24978538,11455910,VCAP,ddi
19643,24964624,11455910,VCAP,ddi
19644,11228183,11455910,VCAP,ddi
19645,11213558,11455910,VCAP,ddi
19646,10126189,11455910,VCAP,ddi
19647,387447,11455910,VCAP,ddi
19648,42611257,11977753,VCAP,ddi
19649,25195294,11977753,VCAP,ddi
19650,24978538,11977753,VCAP,ddi
19651,24785538,11977753,VCAP,ddi
19652,24775005,11977753,VCAP,ddi
19653,23725625,11977753,VCAP,ddi
19654,16736978,11977753,VCAP,ddi
19655,16722836,11977753,VCAP,ddi
19656,15951529,11977753,VCAP,ddi
19657,11964036,11977753,VCAP,ddi
19658,11626560,11977753,VCAP,ddi
19659,11364421,11977753,VCAP,ddi
19660,11228183,11977753,VCAP,ddi
19661,10127622,11977753,VCAP,ddi
19662,6450551,11977753,VCAP,ddi
19663,5494449,11977753,VCAP,ddi
19664,644241,11977753,VCAP,ddi
19665,123631,11977753,VCAP,ddi
19666,60749,11977753,VCAP,ddi
19667,60198,11977753,VCAP,ddi
19668,5426,11977753,VCAP,ddi
19669,3902,11977753,VCAP,ddi
19670,3385,11977753,VCAP,ddi
19671,2719,11977753,VCAP,ddi
19672,2187,11977753,VCAP,ddi
19673,1673,11977753,VCAP,ddi
19674,42611257,123631,VCAP,ddi
19675,24978538,123631,VCAP,ddi
19676,24964624,123631,VCAP,ddi
19677,24856436,123631,VCAP,ddi
19678,24785538,123631,VCAP,ddi
19679,23725625,123631,VCAP,ddi
19680,17754438,123631,VCAP,ddi
19681,15951529,123631,VCAP,ddi
19682,11977753,123631,VCAP,ddi
19683,11960529,123631,VCAP,ddi
19684,11626560,123631,VCAP,ddi
19685,11364421,123631,VCAP,ddi
19686,11228183,123631,VCAP,ddi
19687,10127622,123631,VCAP,ddi
19688,9911830,123631,VCAP,ddi
19689,9826528,123631,VCAP,ddi
19690,6450551,123631,VCAP,ddi
19691,5494449,123631,VCAP,ddi
19692,5288382,123631,VCAP,ddi
19693,3062316,123631,VCAP,ddi
19694,644241,123631,VCAP,ddi
19695,444795,123631,VCAP,ddi
19696,387447,123631,VCAP,ddi
19697,216326,123631,VCAP,ddi
19698,208908,123631,VCAP,ddi
19699,159324,123631,VCAP,ddi
19700,60749,123631,VCAP,ddi
19701,60699,123631,VCAP,ddi
19702,60198,123631,VCAP,ddi
19703,36462,123631,VCAP,ddi
19704,5426,123631,VCAP,ddi
19705,5394,123631,VCAP,ddi
19706,5311,123631,VCAP,ddi
19707,4091,123631,VCAP,ddi
19708,3902,123631,VCAP,ddi
