,drug_row,drug_col,cell_line_name,drug_row_cid,drug_col_cid,synergy_zip,synergy_bliss,synergy_loewe,synergy_hsa,S,label
2445,THIOTEPA,IFOSFAMIDE,PC-3,5453,3690,-4.389058398,-0.673482022,-8.705090462,0.035410661,-3.6485,NA
2446,TRETINOIN,IFOSFAMIDE,PC-3,444795,3690,0.072797028,-2.885848065,-2.617751675,-3.695427067,-2.3865,NA
2447,VEMURAFENIB,IFOSFAMIDE,PC-3,42611257,3690,0.758546937,4.742826258,3.691844443,3.299832797,6.5395,Synergy
2448,ZOLINZA,IFOSFAMIDE,PC-3,5311,3690,-0.81086612,0.247445462,-16.73474427,-4.025773674,13.6185,NA
2449,5-FLUORO-2'-DEOXYURIDINE,IMIQUIMOD,PC-3,3363,57469,-3.500203843,4.527609262,-2.949622087,3.125337437,12.65,NA
2450,5-FU,IMIQUIMOD,PC-3,3385,57469,3.732509957,2.803837835,2.593102273,2.987892992,9.654,Synergy
2451,ALLOPURINOL,IMIQUIMOD,PC-3,2094,57469,-0.453780406,-1.976209003,-0.798371767,-2.490403788,-1.2235,Antagonism
2452,ALTRETAMINE,IMIQUIMOD,PC-3,2123,57469,0.220776291,1.62896909,0.915200221,0.663422017,2.1665,Synergy
2453,ANASTROZOLE,IMIQUIMOD,PC-3,2187,57469,-2.709699464,-2.039083795,-1.825731482,-0.531345333,-1.939,Antagonism
2454,AXITINIB,IMIQUIMOD,PC-3,6450551,57469,1.331627296,-0.227658654,-2.433905751,-2.600553933,-0.057,NA
2455,BUSULFAN,IMIQUIMOD,PC-3,2478,57469,-6.10849858,-3.491237423,-1.455877251,-1.855773674,1.216,Antagonism
2456,CELECOXIB,IMIQUIMOD,PC-3,2662,57469,-1.353053471,-1.455585312,-0.354339519,-0.8780957,-1.1145,Antagonism
2457,CHEMBL277800,IMIQUIMOD,PC-3,354624,57469,1.647105118,0.940650865,-4.895699871,-0.429107,-0.2475,NA
2458,CHLORAMBUCIL,IMIQUIMOD,PC-3,2708,57469,-6.365532492,-7.282212674,-7.245734706,-7.069495896,-1.533,Antagonism
2459,CRIZOTINIB,IMIQUIMOD,PC-3,11626560,57469,-2.147249408,-0.999291721,-4.646428646,-1.506921569,2.6085,Antagonism
2460,DASATINIB,IMIQUIMOD,PC-3,3062316,57469,-5.310473175,-2.418328745,-5.006005935,-0.837996556,4.093,Antagonism
2461,DEXRAZOXANE,IMIQUIMOD,PC-3,71384,57469,-4.815928519,0.694375028,0.819654375,0.91267077,5.4075,NA
2462,EXEMESTANE,IMIQUIMOD,PC-3,60198,57469,0.806663508,0.560097526,1.127470346,0.747225556,17.523,Synergy
2463,GEFITINIB,IMIQUIMOD,PC-3,123631,57469,-0.24330757,0.087153476,-0.284523072,0.302503333,2.86,NA
2464,IFOSFAMIDE,IMIQUIMOD,PC-3,3690,57469,-3.197830309,-6.546472883,-73.37853541,-8.05882748,-5.8635,Antagonism
2465,LAPATINIB,IMIQUIMOD,PC-3,208908,57469,-3.209895124,-3.31497568,0.215517243,-1.582440341,-2.538,NA
2466,LENALIDOMIDE,IMIQUIMOD,PC-3,216326,57469,-2.753386871,0.963092985,1.185571067,1.193449778,0.258,NA
2467,LETROZOLE,IMIQUIMOD,PC-3,3902,57469,0.705102834,3.019669166,4.587360887,2.3413926,0.638,Synergy
2468,MEGESTROL ACETATE,IMIQUIMOD,PC-3,11683,57469,2.188544713,2.710123681,-0.250078646,-0.52599837,1.794,NA
2469,METHOXSALEN,IMIQUIMOD,PC-3,4114,57469,-0.155333744,0.020941939,-0.934107746,-1.987636311,-1.248,NA
2470,MITOTANE,IMIQUIMOD,PC-3,4211,57469,1.006495835,3.84627344,2.249129319,2.245337437,2.2245,Synergy
2471,NILOTINIB,IMIQUIMOD,PC-3,644241,57469,0.77524969,0.83127699,3.018216593,1.652358522,-0.094,Synergy
2472,PAZOPANIB HYDROCHLORIDE,IMIQUIMOD,PC-3,11525740,57469,5.093046339,0.043510416,0.197355402,0.283670867,-2.308,Synergy
2473,PROCARBAZINE HYDROCHLORIDE,IMIQUIMOD,PC-3,9703,57469,-2.17743406,1.967857441,0.424483797,0.522004104,-0.1995,NA
2474,RUXOLITINIB,IMIQUIMOD,PC-3,25126798,57469,1.093278206,-0.486694319,-1.902227069,-2.145665064,-3.832,NA
2475,TEMOZOLOMIDE,IMIQUIMOD,PC-3,5394,57469,-1.681478752,-1.562324436,-0.614749641,-3.100216667,1.189,Antagonism
2476,THALIDOMIDE,IMIQUIMOD,PC-3,5426,57469,-0.522909698,2.804012302,0.614648507,1.112093535,4.093,NA
2477,THIOTEPA,IMIQUIMOD,PC-3,5453,57469,-5.133206145,0.888938446,-0.567578703,-0.459106889,7.014,NA
2478,TRETINOIN,IMIQUIMOD,PC-3,444795,57469,0.631764134,-0.160072927,-0.837776637,-1.755773674,-1.593,NA
2479,VEMURAFENIB,IMIQUIMOD,PC-3,42611257,57469,0.996919536,3.499018527,2.327440687,2.086446613,3.903,Synergy
2480,ZOLINZA,IMIQUIMOD,PC-3,5311,57469,-3.584419339,4.655929397,6.501277813,6.100745889,11.336,NA
2481,5-FLUORO-2'-DEOXYURIDINE,LAPATINIB,PC-3,3363,208908,-2.575108698,3.727592161,-16.74454828,-0.777165236,3.1,NA
2482,5-FU,LAPATINIB,PC-3,3385,208908,3.614842663,0.992885451,3.293831782,4.10238877,10.812,Synergy
2483,ALTRETAMINE,LAPATINIB,PC-3,2123,208908,-1.115179175,-0.548504219,2.262446613,-1.577355761,-0.8465,NA
2484,AXITINIB,LAPATINIB,PC-3,6450551,208908,0.502744393,8.27755751,9.240674411,6.00250163,5.3765,Synergy
2485,CELECOXIB,LAPATINIB,PC-3,2662,208908,-0.076239074,-0.684306851,-3.713040823,-2.998276347,-0.747,Antagonism
2486,CHEMBL277800,LAPATINIB,PC-3,354624,208908,-3.665883963,-1.333604911,-16.05552639,-1.853831902,-2.029,Antagonism
2487,CHLORAMBUCIL,LAPATINIB,PC-3,2708,208908,-7.352608886,-10.33123393,-6.986071293,-7.686555674,-5.1775,Antagonism
2488,CRIZOTINIB,LAPATINIB,PC-3,11626560,208908,-0.108084895,4.055926572,3.54866807,4.700045459,0.2505,NA
2489,DASATINIB,LAPATINIB,PC-3,3062316,208908,-0.050579294,2.216314982,-4.349923743,1.92536709,2.9015,NA
2490,DEXRAZOXANE,LAPATINIB,PC-3,71384,208908,-6.212301514,-7.256135379,-3.628520039,-4.71156418,-2.432,Antagonism
2491,EXEMESTANE,LAPATINIB,PC-3,60198,208908,-1.715960248,-4.95655374,-1.451603778,-3.075897513,11.467,Antagonism
2492,GEFITINIB,LAPATINIB,PC-3,123631,208908,-5.413381158,-7.394024433,-5.201513663,-4.453286402,-8.3035,Antagonism
2493,LENALIDOMIDE,LAPATINIB,PC-3,216326,208908,2.876041353,-4.012434568,0.096400733,-0.996976927,-4.465,NA
2494,LETROZOLE,LAPATINIB,PC-3,3902,208908,2.792142757,1.677782263,-6.688834951,-6.659998367,-0.706,NA
2495,MEGESTROL ACETATE,LAPATINIB,PC-3,11683,208908,0.026713809,-2.686141556,-1.324866291,-5.788831703,-3.1255,NA
2496,NILOTINIB,LAPATINIB,PC-3,644241,208908,2.631276975,-0.181429184,-7.516881781,-7.477776144,1.3505,NA
2497,PAZOPANIB HYDROCHLORIDE,LAPATINIB,PC-3,11525740,208908,6.96443996,8.923221953,12.55578199,9.429245295,3.348,Synergy
2498,RUXOLITINIB,LAPATINIB,PC-3,25126798,208908,1.24773986,7.396958428,11.74560456,5.806390519,5.4035,Synergy
2499,TEMOZOLOMIDE,LAPATINIB,PC-3,5394,208908,5.735897344,0.586581786,-1.367361434,-1.272410687,-0.163,NA
2500,THIOTEPA,LAPATINIB,PC-3,5453,208908,-1.552221103,0.809540636,-4.332404887,-1.159257998,1.3645,NA
2501,TRETINOIN,LAPATINIB,PC-3,444795,208908,0.590791097,1.232281603,-0.517701479,-0.462220592,1.0955,NA
2502,VEMURAFENIB,LAPATINIB,PC-3,42611257,208908,1.323082871,4.173941439,5.847258245,2.749699795,2.7605,Synergy
2503,ZOLINZA,LAPATINIB,PC-3,5311,208908,-3.685324823,-0.537294794,-15.3099694,-0.094662563,6.5695,Antagonism
2504,5-FLUORO-2'-DEOXYURIDINE,METHOXSALEN,PC-3,3363,4114,-4.324512818,5.049772201,-13.63306439,2.463144868,-8.6615,NA
2505,5-FU,METHOXSALEN,PC-3,3385,4114,2.701468916,3.247840541,1.095637662,3.428115215,13.1805,Synergy
2506,ALLOPURINOL,METHOXSALEN,PC-3,2094,4114,2.145045176,-1.212742982,-0.023663297,-5.682584744,0.9165,NA
2507,ALTRETAMINE,METHOXSALEN,PC-3,2123,4114,0.399016391,-6.502317542,-7.108091289,-8.194643594,-7.1945,NA
2508,ANASTROZOLE,METHOXSALEN,PC-3,2187,4114,5.163949513,3.834047901,-1.458201697,-4.007805801,6.828,NA
2509,BUSULFAN,METHOXSALEN,PC-3,2478,4114,1.304885011,1.973790566,0.319644504,-2.022439111,1.4135,NA
2510,CELECOXIB,METHOXSALEN,PC-3,2662,4114,4.855037326,3.268404284,-0.071162296,-2.386976927,1.309,NA
2511,CHEMBL277800,METHOXSALEN,PC-3,354624,4114,-1.395557296,3.832957854,-7.755718134,1.5416572,1.6295,NA
2512,CHLORAMBUCIL,METHOXSALEN,PC-3,2708,4114,-4.330960847,-4.577843482,-5.579371479,-4.406222341,3.1315,Antagonism
2513,CRIZOTINIB,METHOXSALEN,PC-3,11626560,4114,-0.619088607,2.556386102,-2.600269336,1.525567139,1.8915,NA
2514,DASATINIB,METHOXSALEN,PC-3,3062316,4114,8.388671981,11.051737,-42.24902435,7.243114778,19.637,NA
2515,DEXRAZOXANE,METHOXSALEN,PC-3,71384,4114,-5.005811373,-1.757918966,-2.325102042,-1.620277897,5.3675,Antagonism
2516,EXEMESTANE,METHOXSALEN,PC-3,60198,4114,3.947159351,3.790386341,3.43437548,3.97367077,18.827,Synergy
2517,GEFITINIB,METHOXSALEN,PC-3,123631,4114,-5.047906521,2.099133077,-2.224292509,2.310059659,9.859,NA
2518,LAPATINIB,METHOXSALEN,PC-3,208908,4114,1.983566138,0.968751472,-1.576343939,-3.110218119,1.5825,NA
2519,LENALIDOMIDE,METHOXSALEN,PC-3,216326,4114,-2.232036666,-2.94084339,-2.736730529,-2.715218119,-3.1805,Antagonism
2520,LETROZOLE,METHOXSALEN,PC-3,3902,4114,3.217867528,0.08449626,-0.477604633,-5.11802826,2.55,NA
2521,MEGESTROL ACETATE,METHOXSALEN,PC-3,11683,4114,1.32067468,-3.404269674,-4.800688954,-6.742665273,-5.457,NA
2522,MITOTANE,METHOXSALEN,PC-3,4211,4114,1.152407705,-0.530307771,-1.554709163,-2.657855178,-1.06,NA
2523,NILOTINIB,METHOXSALEN,PC-3,644241,4114,2.022364807,-1.83980463,-1.074695752,-6.296630866,-1.636,NA
2524,PAZOPANIB HYDROCHLORIDE,METHOXSALEN,PC-3,11525740,4114,0.085607252,-1.010223459,-0.868237793,-1.190421372,-4.2035,NA
2525,PROCARBAZINE HYDROCHLORIDE,METHOXSALEN,PC-3,9703,4114,1.999413169,0.85047544,-1.164938096,-2.816630989,-1.3765,NA
2526,RUXOLITINIB,METHOXSALEN,PC-3,25126798,4114,2.622487149,2.628722096,3.140343407,0.452134184,-0.829,Synergy
2527,TEMOZOLOMIDE,METHOXSALEN,PC-3,5394,4114,0.14614005,-3.098125998,-4.440353837,-5.116884785,-2.082,NA
2528,THALIDOMIDE,METHOXSALEN,PC-3,5426,4114,5.224848405,8.503395739,4.992898067,-1.724162364,0.8535,NA
2529,THIOTEPA,METHOXSALEN,PC-3,5453,4114,-3.375698065,-0.727014358,-6.354714626,-2.540218119,2.468,Antagonism
2530,TRETINOIN,METHOXSALEN,PC-3,444795,4114,3.094602134,1.592630692,-0.240915505,-2.277841758,0.1195,NA
2531,VEMURAFENIB,METHOXSALEN,PC-3,42611257,4114,0.810614171,5.266644346,4.298288089,3.254134184,5.7175,Synergy
2532,ZOLINZA,METHOXSALEN,PC-3,5311,4114,2.794944191,4.393349581,-5.745630081,0.566447678,18.002,NA
2533,5-FLUORO-2'-DEOXYURIDINE,MITOTANE,PC-3,3363,4211,-1.294612313,2.743138274,-9.134666798,0.917405564,12.0495,NA
2534,5-FU,MITOTANE,PC-3,3385,4211,5.471377718,2.010903369,-2.307664329,2.724226326,14.3295,NA
2535,ALTRETAMINE,MITOTANE,PC-3,2123,4211,-0.040429125,-1.36634682,-1.836191968,-2.291553925,2.2545,Antagonism
2536,AXITINIB,MITOTANE,PC-3,6450551,4211,2.027454253,5.465134901,3.387514476,3.108890519,10.529,Synergy
2537,CELECOXIB,MITOTANE,PC-3,2662,4211,0.96253346,1.583948423,-1.190369518,-0.367194889,2.76,NA
2538,CHEMBL277800,MITOTANE,PC-3,354624,4211,0.252415271,0.763039423,-4.714608084,-0.957626048,0.11225,NA
2539,CHLORAMBUCIL,MITOTANE,PC-3,2708,4211,-3.940358387,-3.795344084,-5.885273229,-2.970940341,4.7915,Antagonism
2540,CRIZOTINIB,MITOTANE,PC-3,11626560,4211,-0.879901807,4.143545898,-3.031040741,3.839854972,1.814,NA
2541,DASATINIB,MITOTANE,PC-3,3062316,4211,-3.292935411,-1.91531426,-68.66155132,-3.587996711,5.0245,Antagonism
2542,DEXRAZOXANE,MITOTANE,PC-3,71384,4211,-4.825738004,0.809645229,-0.440795097,1.65567077,10.2995,NA
2543,EXEMESTANE,MITOTANE,PC-3,60198,4211,2.100936598,3.692771941,1.066373558,4.418004104,25.678,Synergy
2544,GEFITINIB,MITOTANE,PC-3,123631,4211,-1.365381049,3.111673391,-6.36217064,3.946281881,10.623,NA
2545,LAPATINIB,MITOTANE,PC-3,208908,4211,-0.915561734,3.683316701,0.206887208,1.927559659,4.0935,NA
2546,LENALIDOMIDE,MITOTANE,PC-3,216326,4211,-0.886431611,1.23534596,2.096728557,2.128115215,2.9175,NA
2547,LETROZOLE,MITOTANE,PC-3,3902,4211,-1.205451709,0.168887636,-1.800758445,-1.592440341,-0.144,NA
2548,MEGESTROL ACETATE,MITOTANE,PC-3,11683,4211,1.370517583,0.908082215,-1.815490426,-2.305331703,3.0165,NA
2549,PAZOPANIB HYDROCHLORIDE,MITOTANE,PC-3,11525740,4211,0.732532643,5.462350969,6.261013087,6.322072982,5.3915,Synergy
2550,RUXOLITINIB,MITOTANE,PC-3,25126798,4211,2.348774708,2.823331146,1.501131885,1.17600163,2.3035,Synergy
2551,TEMOZOLOMIDE,MITOTANE,PC-3,5394,4211,1.360537801,4.048013428,2.560497969,1.731694,3.7625,Synergy
2552,THIOTEPA,MITOTANE,PC-3,5453,4211,-1.492737489,-0.215946311,-10.28041637,-1.920218119,4.2415,Antagonism
2553,TRETINOIN,MITOTANE,PC-3,444795,4211,1.785372969,5.188591365,5.860691178,2.793461844,3.5715,Synergy
2554,VEMURAFENIB,MITOTANE,PC-3,42611257,4211,0.797509052,5.198772524,4.092958314,3.796112741,7.8555,Synergy
2555,ZOLINZA,MITOTANE,PC-3,5311,4211,-5.409167549,0.363638071,-41.69118152,-1.626885556,4.9085,NA
2556,5-FLUORO-2'-DEOXYURIDINE,NILOTINIB,PC-3,3363,644241,-2.558496573,-1.392268755,-8.643157708,-4.11160968,10.1525,Antagonism
2557,5-FU,NILOTINIB,PC-3,3385,644241,3.042334984,0.775503295,3.577930858,3.568277659,8.22,Synergy
2558,ALTRETAMINE,NILOTINIB,PC-3,2123,644241,-0.699647504,-3.282051806,0.717447094,-5.068643594,-5.7385,NA
2559,ANASTROZOLE,NILOTINIB,PC-3,2187,644241,-0.18789703,-0.499423242,-2.275098029,-4.016218183,0.15075,Antagonism
2560,AXITINIB,NILOTINIB,PC-3,6450551,644241,9.135545835,9.052437094,13.88679963,6.364800851,3.842,Synergy
2561,CELECOXIB,NILOTINIB,PC-3,2662,644241,1.875044447,2.48432151,-4.179014645,-2.952091132,2.746,NA
2562,CHLORAMBUCIL,NILOTINIB,PC-3,2708,644241,-7.228639089,-10.44884568,-6.935302019,-8.128000119,-6.754,Antagonism
2563,CRIZOTINIB,NILOTINIB,PC-3,11626560,644241,5.516730239,5.622170843,4.873654963,5.685456028,3.726,Synergy
2564,DEXRAZOXANE,NILOTINIB,PC-3,71384,644241,-6.127938836,-8.47314216,-4.753510603,-6.524897513,-7.535,Antagonism
2565,EXEMESTANE,NILOTINIB,PC-3,60198,644241,3.436696747,-5.433174289,-1.789344202,-4.141119735,9.858,NA
2566,GEFITINIB,NILOTINIB,PC-3,123631,644241,-6.477491521,-9.874205793,-6.729593795,-7.52906418,-9.0035,Antagonism
2567,LENALIDOMIDE,NILOTINIB,PC-3,216326,644241,-3.288614762,-3.649340922,0.404638943,-1.50431026,-7.7885,NA
2568,LETROZOLE,NILOTINIB,PC-3,3902,644241,3.432084571,3.827143666,-5.016351007,-4.376665036,5.8855,NA
2569,MEGESTROL ACETATE,NILOTINIB,PC-3,11683,644241,0.179668417,-3.435184332,-0.652217419,-6.730054162,-4.4695,NA
2570,MITOTANE,NILOTINIB,PC-3,4211,644241,0.546424422,0.885538926,1.277499476,-0.346851136,1.8135,NA
2571,PAZOPANIB HYDROCHLORIDE,NILOTINIB,PC-3,11525740,644241,5.046765115,5.340745424,9.509479112,4.973911962,-0.4325,Synergy
2572,RUXOLITINIB,NILOTINIB,PC-3,25126798,644241,3.203283126,5.244295116,10.27330011,3.003023073,1.354,Synergy
2573,TEMOZOLOMIDE,NILOTINIB,PC-3,5394,644241,2.202106576,-0.877078757,-7.170396269,-5.52999837,0.832,NA
2574,THIOTEPA,NILOTINIB,PC-3,5453,644241,0.85142325,3.182555872,-1.45397848,-0.552720791,6.233,NA
2575,TRETINOIN,NILOTINIB,PC-3,444795,644241,1.491725308,-1.014622432,-5.541602215,-4.3432024,-0.7095,NA
2576,VEMURAFENIB,NILOTINIB,PC-3,42611257,644241,4.410640123,3.848906881,7.438622243,1.76168974,3.274,Synergy
2577,5-FLUORO-2'-DEOXYURIDINE,PROCARBAZINE HYDROCHLORIDE,PC-3,3363,9703,-9.347248881,-4.391558265,-17.49251728,-1.695774489,4.7855,Antagonism
2578,5-FU,PROCARBAZINE HYDROCHLORIDE,PC-3,3385,9703,3.09962295,3.19714701,-4.307108774,0.724781881,14.3995,NA
2579,ALLOPURINOL,PROCARBAZINE HYDROCHLORIDE,PC-3,2094,9703,0.817488217,-1.20924501,-0.994258395,-4.894471218,-1.2085,NA
2580,ALTRETAMINE,PROCARBAZINE HYDROCHLORIDE,PC-3,2123,9703,1.539486945,-2.120326823,-5.838578487,-5.420773674,-2.649,NA
2581,ANASTROZOLE,PROCARBAZINE HYDROCHLORIDE,PC-3,2187,9703,0.753910432,1.013321777,0.804241805,-1.100028023,1.0725,NA
2582,AXITINIB,PROCARBAZINE HYDROCHLORIDE,PC-3,6450551,9703,2.473951384,1.30846775,-2.272361704,-2.154884567,3.123,NA
2583,BUSULFAN,PROCARBAZINE HYDROCHLORIDE,PC-3,2478,9703,-2.64353756,-1.962977798,-2.584363577,-2.972748376,-1.765,Antagonism
2584,CELECOXIB,PROCARBAZINE HYDROCHLORIDE,PC-3,2662,9703,0.826089307,2.158071781,-0.432779162,-0.020498569,4.0785,NA
2585,CHEMBL277800,PROCARBAZINE HYDROCHLORIDE,PC-3,354624,9703,1.254614586,-2.044798616,-18.59615956,0.410958603,5.186,NA
2586,CHLORAMBUCIL,PROCARBAZINE HYDROCHLORIDE,PC-3,2708,9703,-5.391184343,-5.047237777,-10.8189399,-7.904607008,2.832,Antagonism
2587,CRIZOTINIB,PROCARBAZINE HYDROCHLORIDE,PC-3,11626560,9703,-1.078071859,-0.232378866,-11.4433822,-3.364974578,2.5085,Antagonism
2588,DASATINIB,PROCARBAZINE HYDROCHLORIDE,PC-3,3062316,9703,4.795823277,9.519295306,-3.06897175,8.659811147,8.556,NA
2589,DEXRAZOXANE,PROCARBAZINE HYDROCHLORIDE,PC-3,71384,9703,-2.366552389,1.330758559,-3.698017319,-1.601551452,8.357,NA
2590,EXEMESTANE,PROCARBAZINE HYDROCHLORIDE,PC-3,60198,9703,2.265792522,3.897423083,-1.947474708,1.383781144,25.3655,NA
2591,GEFITINIB,PROCARBAZINE HYDROCHLORIDE,PC-3,123631,9703,3.421013088,3.96513093,-9.575593312,1.072392556,9.633,NA
2592,LAPATINIB,PROCARBAZINE HYDROCHLORIDE,PC-3,208908,9703,5.229290104,-1.287623237,0.244997192,-1.912440156,-1.7375,NA
2593,LENALIDOMIDE,PROCARBAZINE HYDROCHLORIDE,PC-3,216326,9703,-1.590185439,2.362660222,-0.762237791,-0.7316624,1.198,NA
2594,LETROZOLE,PROCARBAZINE HYDROCHLORIDE,PC-3,3902,9703,1.618508749,-0.398471385,0.35868454,-3.122248984,1.8085,NA
2595,MEGESTROL ACETATE,PROCARBAZINE HYDROCHLORIDE,PC-3,11683,9703,2.502529677,-1.452125344,-5.639004077,-5.253743784,-1.3955,NA
2596,MITOTANE,PROCARBAZINE HYDROCHLORIDE,PC-3,4211,9703,-3.592045711,-3.812681242,-1.410341214,-1.253545619,-2.398,Antagonism
2597,NILOTINIB,PROCARBAZINE HYDROCHLORIDE,PC-3,644241,9703,-0.987949765,-2.96513506,-0.943273401,-3.589107101,-1.626,Antagonism
2598,PAZOPANIB HYDROCHLORIDE,PROCARBAZINE HYDROCHLORIDE,PC-3,11525740,9703,0.818594854,0.473461208,-2.884605208,-2.752551389,-0.0565,NA
2599,RUXOLITINIB,PROCARBAZINE HYDROCHLORIDE,PC-3,25126798,9703,2.097700833,1.568288441,-1.757590445,-1.7559957,3.4085,NA
2600,TEMOZOLOMIDE,PROCARBAZINE HYDROCHLORIDE,PC-3,5394,9703,-2.977404963,-5.149705084,0.08720163,-2.27024194,-6.6415,NA
2601,THALIDOMIDE,PROCARBAZINE HYDROCHLORIDE,PC-3,5426,9703,-0.568114026,-1.370710713,-2.053304908,-2.021615544,-0.6025,Antagonism
2602,THIOTEPA,PROCARBAZINE HYDROCHLORIDE,PC-3,5453,9703,-8.620051121,-5.979237309,-4.273792548,-3.2168839,-14.15,Antagonism
2603,TRETINOIN,PROCARBAZINE HYDROCHLORIDE,PC-3,444795,9703,-1.220052758,-1.900207541,-2.459969455,-2.557716678,-2.8235,Antagonism
2604,VEMURAFENIB,PROCARBAZINE HYDROCHLORIDE,PC-3,42611257,9703,1.969566225,2.841656006,-0.473451333,-0.529742022,4.4755,NA
2605,ZOLINZA,PROCARBAZINE HYDROCHLORIDE,PC-3,5311,9703,-6.930615793,-7.171804414,-50.04642064,-7.715773111,4.02,Antagonism
2606,5-FLUORO-2'-DEOXYURIDINE,TEMOZOLOMIDE,PC-3,3363,5394,-5.260741848,-0.20065927,-0.827113719,-0.670212286,2.791,Antagonism
2607,5-FU,TEMOZOLOMIDE,PC-3,3385,5394,2.956588167,2.748502486,-3.8936712,2.355782,11.6955,NA
2608,ALTRETAMINE,TEMOZOLOMIDE,PC-3,2123,5394,0.672348588,4.532482674,3.262633837,3.185322589,3.4855,Synergy
2609,AXITINIB,TEMOZOLOMIDE,PC-3,6450551,5394,1.581719671,0.143875551,-1.995096166,-2.247165036,2.0685,NA
2610,CELECOXIB,TEMOZOLOMIDE,PC-3,2662,5394,-0.227039204,-0.085853748,-2.50681347,-2.327776147,0.284,Antagonism
2611,CHLORAMBUCIL,TEMOZOLOMIDE,PC-3,2708,5394,-4.739932062,-5.775620288,-9.963125232,-6.229496378,-2.3325,Antagonism
2612,CRIZOTINIB,TEMOZOLOMIDE,PC-3,11626560,5394,-1.150889716,-1.932381152,-10.52386316,-2.915121356,0.9765,Antagonism
2613,DEXRAZOXANE,TEMOZOLOMIDE,PC-3,71384,5394,-4.711146098,2.191449986,-1.11818531,1.72567,8.8625,NA
2614,EXEMESTANE,TEMOZOLOMIDE,PC-3,60198,5394,5.866946482,-0.016274098,-5.959082697,-0.415551452,17.7155,NA
2615,GEFITINIB,TEMOZOLOMIDE,PC-3,123631,5394,-1.866356467,3.306109824,-10.22556599,2.846615215,7.24,NA
2616,LENALIDOMIDE,TEMOZOLOMIDE,PC-3,216326,5394,-1.619770573,4.26307474,3.736624885,3.771559659,1.722,NA
2617,LETROZOLE,TEMOZOLOMIDE,PC-3,3902,5394,1.133357667,0.119040504,-5.585441603,-5.553332,0.9675,NA
2618,MEGESTROL ACETATE,TEMOZOLOMIDE,PC-3,11683,5394,2.028694958,3.090703275,0.541700007,-0.170165322,1.5585,NA
2619,PAZOPANIB HYDROCHLORIDE,TEMOZOLOMIDE,PC-3,11525740,5394,0.778411093,1.46365959,0.818218074,0.914628538,1.291,Synergy
2620,RUXOLITINIB,TEMOZOLOMIDE,PC-3,25126798,5394,1.331535463,0.192491674,-0.72836113,-1.533151059,-1.02,NA
2621,THIOTEPA,TEMOZOLOMIDE,PC-3,5453,5394,-3.34228868,-0.531656679,0.079001669,0.106477444,0.934,NA
2622,TRETINOIN,TEMOZOLOMIDE,PC-3,444795,5394,-1.00278211,-2.30423419,-2.860490081,-2.744399268,-2.778,Antagonism
2623,VEMURAFENIB,TEMOZOLOMIDE,PC-3,42611257,5394,1.342919592,-0.46701348,-1.459753271,-2.198792677,-0.3855,NA
2624,5-FLUORO-2'-DEOXYURIDINE,THALIDOMIDE,PC-3,3363,5426,-6.882351456,-1.28891759,-72.51183071,-1.193551452,18.8545,Antagonism
2625,5-FU,THALIDOMIDE,PC-3,3385,5426,2.39649002,3.852701249,2.472783208,5.779559659,15.018,Synergy
2626,ALLOPURINOL,THALIDOMIDE,PC-3,2094,5426,-0.88470763,-4.969148229,-2.051275217,-5.583075074,-2.6255,Antagonism
2627,ALTRETAMINE,THALIDOMIDE,PC-3,2123,5426,-0.523404323,-4.16600449,-3.877836686,-5.076220592,-4.7045,Antagonism
2628,ANASTROZOLE,THALIDOMIDE,PC-3,2187,5426,2.480659055,2.239575717,-5.279104822,-4.997776147,4.3745,NA
2629,BUSULFAN,THALIDOMIDE,PC-3,2478,5426,-0.768913011,-3.216615286,-1.636443006,-5.264971422,-2.6725,Antagonism
2630,CELECOXIB,THALIDOMIDE,PC-3,2662,5426,2.084869787,-0.138860153,-5.021723178,-4.607716369,1.173,NA
2631,CHEMBL277800,THALIDOMIDE,PC-3,354624,5426,-2.163445181,2.44848346,-11.73196515,0.930611793,-4.2775,NA
2632,CHLORAMBUCIL,THALIDOMIDE,PC-3,2708,5426,-6.844530096,-5.932854913,-5.348953245,-3.969756005,2.653,Antagonism
2633,CRIZOTINIB,THALIDOMIDE,PC-3,11626560,5426,-2.293645948,1.050165009,-2.50190471,1.214077194,-0.516,NA
2634,DASATINIB,THALIDOMIDE,PC-3,3062316,5426,2.094569716,11.25638935,8.449695623,10.12839032,17.4015,Synergy
2635,DEXRAZOXANE,THALIDOMIDE,PC-3,71384,5426,-5.88596962,-0.032871747,1.146099858,1.94386709,6.546,NA
2636,EXEMESTANE,THALIDOMIDE,PC-3,60198,5426,1.559275679,-0.222246185,0.380957795,1.659987896,18.318,NA
2637,GEFITINIB,THALIDOMIDE,PC-3,123631,5426,-5.748291392,-1.723309298,-6.03109929,0.526543452,3.1355,NA
2638,LAPATINIB,THALIDOMIDE,PC-3,208908,5426,0.112184507,1.346005862,1.227166423,0.9942918,0.9235,Synergy
2639,LENALIDOMIDE,THALIDOMIDE,PC-3,216326,5426,-3.420062304,-4.300026749,-1.913994367,-1.888440341,-6.6485,Antagonism
2640,LETROZOLE,THALIDOMIDE,PC-3,3902,5426,-0.240818399,-0.635238892,-1.51309207,-1.0048432,0.323,Antagonism
2641,MEGESTROL ACETATE,THALIDOMIDE,PC-3,11683,5426,0.214507647,-4.550095399,-6.894149714,-7.711442814,-4.9215,NA
